SchoolYear,TestType,ISDName,DistrictName,BuildingName,CountyName,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,GradClass,SourceFile
2016-2017,M-STEP,Oakland Schools,South Lyon Community Schools,All Buildings,Oakland,8,ELA,All Students,117,276,152,87,393,239,632,18.5,43.7,24.1,13.8,62.20,37.80,1805.6000000000000000,24.5000000000000000,2020-2021,2016-2017 - Grades 3-8.csv
2015-2016,M-STEP,Oakland Schools,South Lyon Community Schools,All Buildings,Oakland,7,ELA,All Students,157,261,129,73,418,202,620,25.3,42.1,20.8,11.8,67.40,32.60,1708.5000000000000000,24.3000000000000000,2020-2021,2015-2016 - Grades 3-8.csv
2014-2015,M-STEP,Oakland Schools,South Lyon Community Schools,All Buildings,Oakland,6,ELA,All Students,110,239,153,91,349,244,593,18.5,40.3,25.8,15.3,58.90,41.10,1603.4000000000000000,22.9000000000000000,2020-2021,2014-2015 - Grades 3-8.csv
