SchoolYear,TestType,ISDName,DistrictName,BuildingName,CountyName,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,GradClass,SourceFile
2016-2017,M-STEP,Oakland Schools,Clarkston Community School District,All Buildings,Oakland,8,Mathematics,All Students,132,117,149,194,249,343,592,22.3,19.8,25.2,32.8,42.10,57.90,1793.5000000000000000,25.8000000000000000,2020-2021,2016-2017 - Grades 3-8.csv
2015-2016,M-STEP,Oakland Schools,Clarkston Community School District,All Buildings,Oakland,7,Mathematics,All Students,153,133,159,130,286,289,575,26.6,23.1,27.7,22.6,49.70,50.30,1697.5000000000000000,26.3000000000000000,2020-2021,2015-2016 - Grades 3-8.csv
2014-2015,M-STEP,Oakland Schools,Clarkston Community School District,All Buildings,Oakland,6,Mathematics,All Students,128,147,186,103,275,289,564,22.7,26.1,33.0,18.3,48.80,51.20,1597.4000000000000000,22.0000000000000000,2020-2021,2014-2015 - Grades 3-8.csv
