SchoolYear,TestType,ISDName,DistrictName,BuildingName,CountyName,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,GradClass,SourceFile
2016-2017,M-STEP,Oakland Schools,Michigan School for the Arts,All Buildings,Oakland,7,Mathematics,All Students,<3,<3,*,*,<3,*,28,<=20%,<=20%,<=20%,>=80%,<=20%,>=80%,1658.5000000000000000,19.1000000000000000,2021-2022,2016-2017 - Grades 3-8.csv
2015-2016,M-STEP,Oakland Schools,Michigan School for the Arts,All Buildings,Oakland,6,Mathematics,All Students,<3,<3,*,*,<3,*,24,<=20%,<=20%,<=20%,*,<=20%,>=80%,1557.3000000000000000,19.6000000000000000,2021-2022,2015-2016 - Grades 3-8.csv
2014-2015,M-STEP,Oakland Schools,Michigan School for the Arts,All Buildings,Oakland,5,Mathematics,All Students,<3,<3,*,*,<3,*,38,<=10%,<=10%,*,*,<=10%,>=90%,1461.1000000000000000,18.3000000000000000,2021-2022,2014-2015 - Grades 3-8.csv
