SchoolYear,TestType,ISDName,DistrictName,BuildingName,CountyName,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,GradClass,SourceFile
2018-2019,M-STEP,Oakland Schools,Lighthouse Connections Academy,All Buildings,Oakland,6,ELA,All Students,<3,*,9,8,6,17,23,<=20%,<=20%,39.1,34.8,26.10,73.90,1583.4000000000000000,28.7000000000000000,2024-2025,2018-2019 - Grades 3-8.csv
2020-2021,PSAT,Oakland Schools,Lighthouse Connections Academy,All Buildings,Oakland,8,ELA,All Students,8,10,3,3,18,6,24,33.3,41.7,<=20%,<=20%,75.00,25.00,427.1000000000000000,57.3000000000000000,2024-2025,2020-2021 - Grades 3-8.csv
