SchoolYear,TestType,ISDName,DistrictName,BuildingName,CountyName,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,GradClass,SourceFile
2023-2024,M-STEP,Oakland Schools,Madison District Public Schools,All Buildings,Oakland,5,Mathematics,All Students,<3,3,10,46,5,56,61,<=5%,<=5%,16.4,75.4,8.20,91.80,1464.3000000000000000,22.6000000000000000,2030-2031,2023-2024 - Grades 3-8.csv
2022-2023,M-STEP,Oakland Schools,Madison District Public Schools,All Buildings,Oakland,4,Mathematics,All Students,<3,*,20,29,6,49,55,<=10%,<=10%,36.4,52.7,10.90,89.10,1373.3000000000000000,22.1000000000000000,2030-2031,2022-2023 - Grades 3-8.csv
2021-2022,M-STEP,Oakland Schools,Madison District Public Schools,All Buildings,Oakland,3,Mathematics,All Students,3,4,21,22,7,43,50,<=10%,<=10%,42.0,44.0,14.00,86.00,1280.4000000000000000,22.3000000000000000,2030-2031,2021-2022 - Grades 3-8.csv
