SchoolYear,TestType,ISDName,DistrictName,BuildingName,CountyName,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,GradClass,SourceFile
2018-2019,M-STEP,Oakland Schools,Kingsbury Country Day School,All Buildings,Oakland,6,Mathematics,All Students,<3,*,4,6,11,10,21,<=20%,*,<=20%,*,52.40,47.60,1591.3000000000000000,23.7000000000000000,2024-2025,2018-2019 - Grades 3-8.csv
2016-2017,M-STEP,Oakland Schools,Kingsbury Country Day School,All Buildings,Oakland,4,Mathematics,All Students,3,8,*,<3,11,7,18,<=20%,*,*,<=20%,61.10,38.90,1403.4000000000000000,22.0000000000000000,2024-2025,2016-2017 - Grades 3-8.csv
2015-2016,M-STEP,Oakland Schools,Kingsbury Country Day School,All Buildings,Oakland,3,Mathematics,All Students,8,5,3,<3,13,5,18,44.4,27.8,<=20%,<=20%,72.20,27.80,1315.6000000000000000,27.1000000000000000,2024-2025,2015-2016 - Grades 3-8.csv
2017-2018,M-STEP,Oakland Schools,Kingsbury Country Day School,All Buildings,Oakland,5,Mathematics,All Students,<3,*,8,6,6,14,20,<=20%,*,40.0,30.0,30.00,70.00,1486.2000000000000000,19.7000000000000000,2024-2025,2017-2018 - Grades 3-8.csv
2020-2021,PSAT,Oakland Schools,Kingsbury Country Day School,All Buildings,Oakland,8,Mathematics,All Students,<3,*,*,<3,9,7,16,<=20%,*,*,<=20%,56.30,43.80,440.6000000000000000,65.5000000000000000,2024-2025,2020-2021 - Grades 3-8.csv
