SchoolYear,TestType,ISDName,DistrictName,BuildingName,CountyName,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,GradClass,SourceFile
2016-2017,M-STEP,Oakland Schools,Clarenceville School District,All Buildings,Wayne,7,Mathematics,All Students,16,25,45,60,41,105,146,11.0,17.1,30.8,41.1,28.10,71.90,1684.8000000000000000,24.3000000000000000,2021-2022,2016-2017 - Grades 3-8.csv
2015-2016,M-STEP,Oakland Schools,Clarenceville School District,All Buildings,Wayne,6,Mathematics,All Students,11,24,56,59,35,115,150,7.3,16.0,37.3,39.3,23.30,76.70,1584.8000000000000000,20.6000000000000000,2021-2022,2015-2016 - Grades 3-8.csv
2017-2018,M-STEP,Oakland Schools,Clarenceville School District,All Buildings,Wayne,8,Mathematics,All Students,10,25,53,64,35,117,152,6.6,16.4,34.9,42.1,23.00,77.00,1781.9000000000000000,24.2000000000000000,2021-2022,2017-2018 - Grades 3-8.csv
2014-2015,M-STEP,Oakland Schools,Clarenceville School District,All Buildings,Wayne,5,Mathematics,All Students,12,24,38,76,36,114,150,8.0,16.0,25.3,50.7,24.00,76.00,1481.2000000000000000,21.9000000000000000,2021-2022,2014-2015 - Grades 3-8.csv
