SchoolYear,TestType,ISDName,DistrictName,BuildingName,CountyName,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,GradClass,SourceFile
2016-2017,M-STEP,Oakland Schools,Taylor International Academy,All Buildings,Oakland,4,Mathematics,All Students,4,7,13,13,11,26,37,10.8,18.9,35.1,35.1,29.70,70.30,1386.3000000000000000,23.7000000000000000,2024-2025,2016-2017 - Grades 3-8.csv
2015-2016,M-STEP,Oakland Schools,Taylor International Academy,All Buildings,Oakland,3,Mathematics,All Students,<3,<3,14,28,3,42,45,<=10%,<=10%,*,*,<=10%,>=90%,1274.6000000000000000,20.4000000000000000,2024-2025,2015-2016 - Grades 3-8.csv
