SchoolYear,TestType,ISDName,DistrictName,BuildingName,CountyName,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,GradClass,SourceFile
2023-2024,M-STEP,Oakland Schools,Dr. Joseph F. Pollack Academic Center of Excellence,All Buildings,Oakland,4,Mathematics,All Students,<3,*,24,29,7,53,60,<=10%,*,40.0,48.3,11.70,88.30,1374.2000000000000000,21.7000000000000000,2031-2032,2023-2024 - Grades 3-8.csv
2022-2023,M-STEP,Oakland Schools,Dr. Joseph F. Pollack Academic Center of Excellence,All Buildings,Oakland,3,Mathematics,All Students,<3,*,13,35,9,48,57,<=10%,*,22.8,61.4,15.80,84.20,1273.5000000000000000,24.8000000000000000,2031-2032,2022-2023 - Grades 3-8.csv
