SchoolYear,TestType,ISDName,DistrictName,BuildingName,CountyName,GradeContentTested,Subject,ReportCategory,TotalAdvanced,TotalProficient,TotalPartiallyProficient,TotalNotProficient,TotalMet,TotalDidNotMeet,NumberAssessed,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient,PercentMet,PercentDidNotMeet,AvgSS,StdDevSS,GradClass,SourceFile
2015-2016,M-STEP,Oakland Schools,Bradford Academy,All Buildings,Oakland,8,Mathematics,All Students,<3,<3,*,*,<3,*,107,<=5%,<=5%,*,*,<=5%,>=95%,1764.0000000000000000,15.7000000000000000,2019-2020,2015-2016 - Grades 3-8.csv
2014-2015,M-STEP,Oakland Schools,Bradford Academy,All Buildings,Oakland,7,Mathematics,All Students,<3,<3,*,*,<3,*,107,<=5%,<=5%,*,*,<=5%,>=95%,1664.8000000000000000,18.3000000000000000,2019-2020,2014-2015 - Grades 3-8.csv
